name,address,rate,location,cost,Ambience,Parking,Suggested Food
Namma Biryani,"1111, Near KIMS, 30th Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore",3.6,Banashankari,250.0,bad,No,"briyani,non veg items,grill chicken,porattas,chicken combo thali"
Parama Ruchi,"Near NU Hospital Padmanabha Nagar, Banashankari, Bangalore",3.5,Banashankari,300.0,,,
Thrilok Restaurant,"40, 4th Cross, 14th Main, Maruthi Circle, Hanumanth Nagar, Banashankari, Bangalore",3.4,Banashankari,350.0,,,"seer fish,masala fry,kori roti,ragi mudde with curry,prawns fry"
Meat And Eat,"21/22, 24th Main 50 Feet Road, T block, Girinagar, Banashankari, Bangalore",3.5,Banashankari,500.0,,,
Ande Ka Funda,"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore",3.8,Banashankari,250.0,,,"rolls,parathas"
Dakshin Grand,"2, Subramanyapura, Kadirenahalli Overbridge Junction, 2nd Stage, Banashankari, Bangalore",3.0,Banashankari,300.0,,,
Chicken Hunt,"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore",3.5,Banashankari,350.0,bad,,"roast chicken,schezwan chicken fried rice,chicken manchurian,chicken tandoori,Kalmi,butter chicken,Punjabi chicken,Kebabs,Tandoori,Grilled chicken,Reshmi Kebab,Zafrani Kebab"
Maruthi Davangere Benne Dosa,"556/A, Water Tank Road, 3rd Stage, Banashankari, Bangalore",4.0,Banashankari,150.0,,,"benne dosas,benne masala dosa,benne kaali,tea"
Pizza Stop,"2454, 17th E Cross, 9th Main, 2nd Stage, Banashankari, Bangalore",3.0,Banashankari,600.0,average,,
Madhappa Hindu Military Hotel,"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore",3.4,Banashankari,300.0,bad,,starters
Krishna Sagar,"38, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",3.5,Banashankari,200.0,bad,,"panner butter masala,thali,idli,bhindi masala,panner kolhapuri,butter chapati"
Hanumanthanagar Biryani Junction,"Opposite SVC Bank, Mount Joy Road, Hanumanth Nagar, Banashankari, Bangalore",3.5,Banashankari,300.0,bad,,"biryani,kebabs,parotas,Butter chicken,pepper chicken,Chicken Biryani"
Faasos,"80, BDA Complex, 2nd Stage, Banashankari, Bangalore",4.2,Banashankari,500.0,bad,,"navratri special thali,kuttu aloo parantha,sweet n sour Petha sabzi,paneer sabzi,raita,kheer,Jumbo Chicken Wrap,Cheese Melt Chicken Wrap,kulchas,spicy chhole,chicken tikka wrap,paneer makhanwala,sabudana vada,sabudana khichdi,falafel wrap,masala potato wrap,chicken keema tikki wrap,Jumbo chicken rice feast"
Rasoi,"86, Shakthi Arcade, 21st Main, 2nd Stage, Near KIMS College and BDA Complex, Banashankari, Bangalore",3.3,Banashankari,300.0,,,
SLV Refreshment,"130, 3rd main, 4th Cross, Hanumanthanagar, Banashankari, Bangalore",4.1,Banashankari,100.0,family-friendly,,"medu vada,getti chutney,idli,masala dosa,kesari bath,khara bath,ghee rice,tea,coffee,milk,masale dose,vade chutney,kharabath,kesribath,chutney"
Kaggis,"50 Feet Road, Hanumanthanagar, Banashankari, Bangalore",3.8,Banashankari,250.0,,,"veg puff's,paneer pizza piece"
Chatar Patar,"24/1, 23rd Cross, 6th Main Road, Opposite Kaveri Grameena Bank, 2nd Stage, Banashankari, Bangalore",3.7,Banashankari,300.0,,,"corn and mayo sandwich,dahi papdi chat"
Seven Star,"23/35, 7th Cross, Dwarakanagar, Hosakerhalli, Banashankari, Bangalore",3.4,Banashankari,250.0,,,
SVKP Daily Fresh,"240, 9th Main, Srinivasanagar, Banashankari, Bangalore",3.3,Banashankari,350.0,,,"chapati,idly"
Kidambi's Kitchen,"2465, 3rd Floor, Opposite BDA Complex, 24th Cross, Banashankari, Bangalore",3.5,Banashankari,300.0,pleasant,No,"beetroot palya,heerekai kootu,kosambari,chutney,chapati,puliyogere,chilly bajji,papad,curd,buttermilk,shavige paaysa,rice,rasam,sambar,majjige huli,pooriy,saaru,payasa,khara kolombu"
Ruchi's Corner,"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",2.7,Banashankari,200.0,bad,No,
Tandoori Knight,"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",3.0,Banashankari,450.0,bad,,"chicken Biriyani,grilled chicken,roti,egg burji"
Utsav,"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore",3.7,Banashankari,200.0,,,
Mane Thindi,"295/A, 7th Main road, 7th Block, 3rd Stage, Banashankari, Bangalore",3.7,Banashankari,200.0,bad,No,"jumbo thindi,Ghee dosa,Averakalu dosa,Open dosa,bread dosa,idli,vada,kesaribath,karabath"
Fast And Fresh,"32, 7th Main Road, Dwaraka Nagar,Near PES College, Banashankari, Bangalore",2.8,Banashankari,400.0,,,
New Gowda's Fried Chicken,"4th Cross Road, Byatarayanapura, Srinagar, Banashankari, Bangalore",3.3,Banashankari,300.0,,,"kabab,mutton biryani"
Juicy Momos,"32, 22nd Cross, 22nd Main, 2nd Stage, Near BDA Complex, Banashankari, Bangalore",3.5,Banashankari,250.0,bad,,"paneer Momos,Paneer Pan fried momos"
Donne Biriyani House,"4009, 80 Feet Road, 4th Phase, Banashankari, Bangalore",3.9,Banashankari,400.0,,,"Biriyani,kushka,kabab,chilly chicken,Pepper chicken"
Srinagar Kabab Corner,"213, 13th Main, Srinagar, Banashankari, Bangalore",3.4,Banashankari,250.0,,,
Sri Venkateshwara Chat Centre,"487, Kavery Complex, 2nd Main, Bank Colony Bus Stop, Srinivasnagar, Banashankari, Bangalore",3.5,Banashankari,100.0,bad,,"Masala Puri,Sev Puri,Aloo Puri,Dahi Puri,Bhel Puri,Pani Puri"
Vinay Bhel Corner,"Opposite Avalahalli BDA Layout Bus Stop, 50 Feet Road, Muneshwaram, Banashankari, Bangalore",3.4,Banashankari,100.0,friends-hangout,,"tikki puri,Bhel puri,Nippat Masala,Tomato slice,hot n masala puri"
Spice 9,"Number 42, 4th Block, 6th Stage Banashankari, Vrishabhvachi Nagar, Opposite RV College of Architecture, Bangalore",3.4,Banashankari,300.0,,,"Paneer Rolls,Chicken Fried Rice,shawarma roll,chicken 65,Chicken Dum Biryani,Chicken Kolapuri"
Naveen Kabab  Biriyani Mane,"2, 3rd Cross, Near Pesit College, Banashankari, Bangalore",3.2,Banashankari,300.0,,,
Nandi Chats and Juice,"1142, 22nd Cross, 30th Main, 3rd Stage, Banashankari, Bangalore",3.6,Banashankari,150.0,,,"Masala Puri,Dahi Puri,Alu Puri"
Atithi Point Ande Ka Funda,"7/1, Behind BMS College Hostel, 80 Feet Road, 1st Stage, Srinivas Nagar Bank Colony, Banashankari, Bangalore",3.1,Banashankari,150.0,bad,,"egg Maggie,aloo paratha,parathas,egg roll"
Just Shawarma,"35, 22nd Main Road, Opposite BDA Complex, 2nd Stage, Banashankari, Bangalore",3.8,Banashankari,300.0,,,shawarma
Aramane Donne Biryani,"4, Gangamma Temple Street, Vidyapeeta, Banashankri, Bangalore",3.1,Banashankari,200.0,,,"Chicken Biryani,guntur chicken,chicken biryani,chicken kebab"
FOOD ADDA,"85, PES College Road, Nagendra Block, Stage I, Banashankari, Bangalore",3.2,Banashankari,200.0,good,,classic fries
New Mangalore Lunch Home,"89, Near PES College, 22nd Main Road, Girinagar, 1st Stage, Banashankari, Bangalore",3.3,Banashankari,200.0,,,
Hotel Nisarga,"56, 1st Floor, Muneshwara Block, 50 Feet Road, Girinagar, Banashankari, Bangalore",3.2,Banashankari,250.0,,,
Coffee Bytes,"10th Main, Hanumanthanagar, 50 Feet Road, Phase 1, Banashankari, Bangalore",3.1,Banashankari,100.0,,,"masala dosa,idli,idly Vada,Kharabath,Kesari bath,Coffee"
Parjanya Chat Zone,"68, Opposite ICICI Bank, 21st Main Road, 2nd Stage, Banashankari, Bangalore",3.3,Banashankari,200.0,bad,,"sandwich,KitKat Milkshake,potato-on-a-stick,ginger tea,ginger lemon tea,gulab jamun,Kodbale masala,boti masala,nippat masala,moong dal masala,bangarpet pani puri,hindupur Sandwich,malnadu coffee,vadapavs,peri peri fritato"
Yo Roll Corner,"701, 2nd Cross, Ashok Nagar, 3rd Stage, Banashankari, Bangalore",3.0,Banashankari,200.0,friends-hangout,No,"rolls,chicken rolls"
New Quality Dum Biryani,"106/729, 80 Feet Road, Hoskerehalli Cross, 3rd Stage, Banashankari, Bangalore",3.1,Banashankari,200.0,,,lemon rice with chicken pieces
Sri Lakshmi Kabab Center,"Shankarnag Circle SBM Colony 1st Stage, Banashankari Bangalore, Bengaluru",3.3,Banashankari,200.0,,,
Tasty Bites,"32, KK Plaza, 3rd Main Road, Near Canara Bank, Hanumanthnagar, Banashankari, Bangalore",3.7,Banashankari,150.0,,,"chicken hakka noodles,grill pizza,baby corn finger fries,cheese shots"
Raams Chicken,"15/5, Near ITI Layout Bus Stop, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",3.6,Banashankari,300.0,,,"kushka,chicken fry,tandoori chicken,grilled chicken,Donne biryani,biriyani,Kerala porota"
Panchami,"1632, 80 Ft Road, Srinivasnagar, Bank Colony, Banashankari, Bangalore",3.0,Banashankari,300.0,bad,,"paneer butter masala,tandoori rotis,Masalapuri,Mango milk shake"
VEGeatz,"28/12/2, 3rd Main Road, Mountjoy Extension, Hanumantanagar, Banashankari, Bengaluru",3.4,Banashankari,200.0,bad,,
Grand Food,"6/1, Anjaneya Nagar, 100ft Ring Road, Banashankari 3rd Stage, Banashankari, Bangalore",3.4,Banashankari,250.0,bad,,Benne Masal dosa
Matru Sagar,"Shubashree Complex, 50 Feet Road, 1st Stage, Hanumanthanagar, Near Girinagar, Banashankari, Bangalore",3.6,Banashankari,250.0,friends-hangout,,"Masala dosa,coffee,north indian thali,chinese manchurian,Paneer chilly,roti,Kaju masala,paneer butter masala,Idlis,pav bhaji,masala puri,Idly Sambar,gobi manchuri,baby corn manchuri,Paneer Butter Masala,idlis,dosas,bonda soup,kesari,kharabath,carrot halwa,kaashi halwa,bondas,bhajjis,sandwiches,milkshakes,ice creams,Manchurians,fried rice,chat items"
Kavali,"Chennammana Kere, Kathreguppe, Banashankari, Bangalore",4.0,Banashankari,300.0,,,"avrekal dosa,all types of dosas,Corn dosa,butter masala dosa,open butter dosa,chili cheese dosa,palak methi dosa,momos"
Bunt's Biriyani Palace,"487, 80 Feet Road, Bank Colony, 1st Stage, Banashankari, Bangalore",3.0,Banashankari,400.0,,,"prawns fry,chicken biriyani,fish tikka,Biryani,Nepali Chicken,pepper chicken,kori rotti,neer dosa,chicken sukka,chicken leg roast,kalmi kabab,pompfret masala fry,anjal rawa fry,silver fish,chili chicken,Gobi Manchurian,leg roast,neer dosa and mangalore chicken curry"
Funjabi Curries,"476, 2nd Floor, 9th Cross, Avalahalli, Banashankari, Bengaluru",2.9,Banashankari,500.0,,,
Udupi Upahar,"No.1585, 22nd Main,Banashankari 1st Stage",3.8,Banashankari,300.0,,,"vada,onion dosa,masala dosa,uthapam,idly,Gobi Manchuria,Paneer butter masala,Dosas,idli"
Ranganna Military Hotel,"61, 1st Floor, KR Road, 7th Block, Jayanagar, Bangalore",4.2,Jayanagar,350.0,family-friendly,,"Boti fry,kal soup,biryani,traditional thalemamsa Fry,Keema ball,paratha,fish fry,mutton fry,Ceylon parrot,ragi ball,mutton biryani,chicken kababs,chilli chicken,idly,plain soup,chicken pulav,paya,dosa,kebab,parrota"
Roti Ghar,"17, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",3.9,Basavanagudi,500.0,bad,,"Puran poli,ghee roast Mysore masala dosa,Puliyaogare,curd rice,roti paneer combo,manchurians,panner chilly,pepper fried corn,Paneer Manchurian,Veg Kofta,Veg Sweet Corn,Butter Kulcha,fried rice,ice creams"
Grand Village,"10, 3rd Floor, Lakshmi Associates, Gandhi Bazaar Main Road, Above Reliance Trends, Basavanagudi, Bangalore",3.8,Basavanagudi,600.0,family-friendly,,"Jaljeera,buttermilk,chat papdi,bhajiya,dosa,pav bhaji,noodles,curries,kulcha,roti,Jalebies,gulab jamuns"
Vidyarthi Bhavan,"32, Gandhi Bazaar, Near Gandhi Bazaar Circle, Basavanagudi, Bangalore",4.4,Basavanagudi,150.0,crowded,No,"masale dosa,Khara Baath,filter coffee,Rava vada,idly,Kesaribath,poori,uddi vada,spicy chutney,Kesari bath"
Bharjari Oota,"18, Gandhi Bazar Main Road, Roti Ghar, Basavanagudi, Bangalore",3.9,Basavanagudi,350.0,,,"small hot dosas,masala dosas,coconut chutney,dates holige,cucumber and sweet corn kosambri,pomegranate sprinkled curd rice,Soup,Kai holige,cucumber salad,corn salad,pineapple curry,Pulka,Pulav,lemon rice,White rice,Sambar,rasam,Fries,curd rice,Ice cream"
Gokul Veg,"1st Floor, GR Plaza, DVG Road, Near Gandhi Bazaar circle, Basavanagudi, Bangalore",3.8,Basavanagudi,750.0,,,"masala papad,mushroom 65,babycorn chilli,paneer butter masala,naans,curd rice"
SLV Corner Restaurant,"42, Vani Vilas Road, Ramakrishna Ashrama Circle, Basavanagudi, Bangalore",4.1,Basavanagudi,550.0,basic,,"dosa,idli sambar,vada,poori,masala dosa,idly chutney dip,idly sambhar dip,rava idly,bisi bele bath,filter coffee"
Timepass Dinner,"37, 5-1, 4th Floor, Bosco Court, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",3.8,Basavanagudi,600.0,family-friendly,,"soups,babycorn starters,butter naan,kadai panner,veg kohlapuri,pease pulav"
Baisakhi,"160, Gandhi Bazar Main Road, Basavanagudi, Bangalore",3.8,Basavanagudi,500.0,excellent,,"paneer satay,paratha thali,tandoori aloo parathas,black Channa,pickle,Raitha,Amritsari kulcha thali,chole,thick curd,onions,lemon slices,mint chutney,sweet lime soda"
Eat Repeat,"13, 4th Cross Road, NR Colony, Basavanagudi, Bengaluru",3.9,Basavanagudi,150.0,average,,"Sweet Pongal,Rice-Majjigehuli,Puliyogare,Masala Majjige,ambode,khara pongal"
Sri Guru Kottureshwara Davangere Benne Dosa,"49/1, Subbaraoshetty Road, Netkallappa Circle, Basavanagudi, Bangalore",4.1,Basavanagudi,150.0,bad,,"Benne Masala Dosa,Girmittu,set Dosa,Mirchi,flitter coffee,opened dosa,paddu,khali dosa,Butter kali dosa,Chilli Bhajji,filter kaapi,benne dosa,salty coconut chutney,mashed potatoes"
Bridgeway,"11/1, Satellite Bus Stand, New Guddadahalli, Mysore Road, Bangalore",3.8,Mysore Road,550.0,family-friendly,No,"butter chicken,paneer butter masala,kababs,biriyani,lemon soda,Chicken lollipop,Kerala parota,Chicken Biryani,Chicken Noodles,Tandoori Chicken,fried rice,Chicken curries,Tandoori items,Jeera rice"
Srinathji's Cafe,"112, Bull Temple Road,next to more Basavanagudi, Bangalore",3.8,Basavanagudi,550.0,,Yes,"paneer,pastries"
Soho Bar  Grill,"31 South Park Hotel, 198, 2nd & 3rd Floor, Gandhi Bazaar Main Road, Basavanagudi, Bangalore",2.7,Basavanagudi,1.1,friends-hangout,,"nachos,hookah,lollipop,fries,eggrice,veg fried rice,VAT69"
Kollapuri's,"1, Corporation Market, Gandhi Bazar, Basavanagudi, Bangalore",3.9,Basavanagudi,450.0,bad,,"Biryani,Raja chicken,Masala chapathi,Mutton Keema gravy,plain biryani,Rasam"
Aadhya Hotel,"215, 2nd Main, Thygarajanagar, Basavanagudi, Bangalore",3.3,Basavanagudi,800.0,,,
Bhavani Restaurant,"54, Bull Temple Road, Gavipuram Extn, Gavipuram Extention, Basavanagudi, Bangalore",3.9,Basavanagudi,300.0,excellent,No,"Pulav,Roti Curry,masala dosa,kharabath,Masala Puri,Dosas,Masala Papad,Paneer Ghee Roast,Paneer Tikka,Tawa Mix Gravy,Fried Rice,Corn and Capsicum Masala,Dal Tadka"
Puliyogare Point,"81, East Anjaneya Street, NR Colony, Near Basavanagudi, Basavanagudi, Bangalore",4.2,Basavanagudi,100.0,,,"puliyogare,Sakkare Pongal,Akki Rotti,Mini Idli Sambar,Ambode,Kanchipuram Idli,Ragi Dosa,Vangi bath,sweet Pongal,khichdi,Medu dosa,khali dosa,Curd rice"
Zephyr,"79/1 - 6, 5th Floor, Aishwarya Sampoorna Building, Vani Vilas Road, Basavanagudi, Bangalore",3.9,Basavanagudi,650.0,,,
Redberrys,"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore",4.0,Basavanagudi,600.0,friends-hangout,,"pizzas,gelatos,Bramhins coffee,Belgian Chocolate,Oreo Blast,French Vanilla,Bubble gum,paneer and bell pepper pizza,Joe's burger,Alfredo penne pasta,farmhouse pizza,chocolate cake with Snickers ice cream"
Hotel Dwarka,"Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",4.2,Basavanagudi,250.0,crowded,,"Kali dosa,masala Dosa,carrot halwa,khali dosa,aloo palya,watery chutney,benne dose,kesaribath,masala dose,spongy Khali dosa,pineapple kesari bath,Rava Vada,Khaali Palya benne"
Nisarga Garden Restaurant,"26, D.V.G. Road, Gandhi Bazaar, Basavanagudi, Bangalore",3.4,Basavanagudi,350.0,friends-hangout,,"South Indian Meals,Parota Curry,Dosa's,Juices,Ice Cream"
Ma-Arya Family Restaurant,"186, Datta Complex, 1st Floor, Next To Flower Market Gandhi Bazar, Basavanagudi, Bangalore",3.7,Basavanagudi,600.0,,,"egg Biryaani,crisp fried chicken"
A2B - Adyar Ananda Bhavan,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",3.8,Mysore Road,400.0,,,"sambar,dosas"
Ragoo's,"16, 5th B Main, KR Road, Jayanagar, Bangalore",3.9,Jayanagar,800.0,,,"pili pili pizza,deep pan pizza"
Imperial Restaurant,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",3.7,Mysore Road,750.0,bad,,"chicken fried rice,chicken noodles,panner butter masala,butter naan,prawns fried rice,biriyani rice"
New Prashanth Hotel,"22, Gandhibazar, Basavangudi, Bangalore, Basavanagudi, Bangalore",3.9,Basavanagudi,400.0,,,"mudde n chicken curry,chicken biryani,chilli chicken"
Udupi Sri Krishna Bhavan,"115/116, 1st Floor, Gandhibazaar, Basavanagudi, Bangalore",4.1,Basavanagudi,600.0,friends-hangout,,"Udupi Thali,masala dosa,idli,vada,coffee,sambar,kesaribath,vegetable sabzis,chutney,molaga bajji,rava idli,coconut poli,poori,pulao,white rice,Sambhar,Rasam,curd rice,payasam,thayir vada"
Chinese Kitchen,"67, Kanasu Complex, Kubirmutt Road, Hunumathathangar, Basavanagudi, Bangalore",3.8,Basavanagudi,150.0,,,"Roti curry,Chinese meal combo"
Vijayalakshmi,"No.37, Shree Complex, Next to Dominoes Pizza, Bull temple Road, Basavanagudi, Bangalore",3.9,Basavanagudi,200.0,,,"Mangaluru bonda,chats,coffee,Idly,vada,set dosas,Masala dosas,Poori,chaat,Channa Batura,south Indian Thali,parcel roti,Panner Masala,Rava Idli,potato saagu,Chutney"
Nammura Donne Biriyani,"84/1, South End Road, Basavanagudi, Bangalore",3.5,Basavanagudi,400.0,friends-hangout,,"Naati Style Biryani,Breakfast combos,Chicken leg"
Curry Leaves,"15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore",4.1,Basavanagudi,800.0,family-friendly,Yes,"anjal masala fry,prawn ghee roast,prawn ghassi with kori roti,chicken malai tikka,crispy corn,mushroom ghee roast,khafila roast chicken,Deewani Handi,Nilgiri Murgh,Mutton Chop Masala,Makai palak,gulab jamun,Gadbad,brownie,Mushroom Chilli,Paneer pahadi kabab,Prawns Gassi,Gudbud ice cream"
Goli Vada Pav No 1,"92/1, Next to Vodafone Store, Gandhi Bazar Main Road, Basavanagudi, Bangalore",3.7,Basavanagudi,200.0,bad,,"classic vada pav,cheese vada pav,aloo tikka vada pav,paneer vada pav,maharaj vada pav,makkai palak pav,keshar kulfi,sabudana vada,schezwan vada pav,masala vada pav,potato wedges,cheese ungli"
Ice Thunder,"DV Gundappa Road, Gandhi Bazar Circle, Binny Talkies, Basavanagudi, Bangalore",3.8,Basavanagudi,300.0,,,"palav,bisi belebath"
South Kitchen,"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",4.3,Basavanagudi,100.0,excellent,,"Vada,Chutney,Shavige Bath,Idli,Kharabath,Avalakki,Kesari Bath,Dosas,Filter Coffee,Semiya Upma"
Upahara Darshini,"DVG Road, Gandhi Bazar, Basavanagudi, Bangalore",4.2,Basavanagudi,150.0,busy,,"Bonda Soup,coffee,tea,shavige,idli vada,masala dosa,Chinese noodles,Manchurian,tawa pulao,vada pav,masala pav bhaji,jalebi,dhokla,agara petha,pineapple ice cream,masale dosa,kadabu,shyavge"
Mahalaxmi Tiffin Room,"85/1, Dr DVG Road, Near National College, Opp. Sashi Arcade, Basavanagudi, Bangalore",4.1,Basavanagudi,100.0,excellent,,"khali dose,carrot halwa,coffee,masala dosa,sweets,Ragi Dosa,Idily Vada,Filter Coffee,Jamun,crispy dosa"
Starlite Bakery  Fastfood,"25/4, 7th Block K.R Road, 8TH Cross Opposite, HDFC Bank, Jayanagar, Bangalore",3.7,Jayanagar,300.0,excellent,,"Chicken shawarma,honey cake,chicken puffs,Dum Biryani,Gobi Manchurian,cookies,Baby corn crispy with garlic sauce,starlight special puffs,Chicken fried rice"
Sandwichwallas,"28, Near BMS Women's College, E.A.T Street, Basavanagudi, Bangalore",4.0,Basavanagudi,200.0,,,"Veg Cutlet Sandwich,Peri Peri Wedges,Jalapeños,Cheese Garlic Bread,jalapeno garlic bread"
J K Fish Land,"272, 14th Cross Road, Yediyur, Jayanagar, Bangalore",3.6,Jayanagar,300.0,,,"squid ghee roast,boiled rice,karavali style food,Mangalore style food"
Udupi Grand,"49, South End Road, Nagasandra Circle, Basavanagudi, Bangalore",3.8,Basavanagudi,300.0,family-friendly,No,"Avarekalu dosa,Udupi grand tea,Dosa Avarekalu,Coconut chatni,vegetable Biryani,Palak paneer,pulao,Masala Dosa,Akki rotti,shavige,Rava Dosa,roti curry,gobi manchuri,filter coffee,Onion Dosa,Poori saagu,Idli sambar,Egg fried rice,Pumpkin Halwa,Cheese chilli paratha,Bhutta palak methi curry,Lemon Chicken,Babycorn manchurian,Pav bhaji,Vegetable Sagu"
Chinese Square,"169, Subbarama Chetty Rd, NR Colony, Basavanagudi, Bangalore",3.9,Basavanagudi,200.0,,,"manchow soup,mushroom fried rice,noodles,Potato Manchurian,Panner Manchurian,Panner Fried Rice,Chocolate Milkshake,Veg shezwan noodles,baby corn manchuria,schezwan fried rice"
